"id","state_code","total_2011","total_2012","total_2013","population_2011","population_2012","population_2013","rate_2011","rate_2012","rate_2013"
"7012",7,4,1,2,46319,46762,49000,0.086,0.021,0.041
"7013",7,6,8,2,32101,32497,33000,0.19,0.25,0.061
"7014",7,1,1,1,19501,19838,21000,0.051,0.05,0.048
"7015",7,2,3,3,45374,45788,46000,0.044,0.066,0.065
"7016",7,1,7,0,17679,17974,0,0.057,0.39,0
"7017",7,25,10,12,80906,81616,82000,0.31,0.12,0.15
"7018",7,0,1,1,0,8820,9000,0,0.11,0.11
"7019",7,35,8,7,149236,152150,150000,0.23,0.053,0.045
"7020",7,5,2,8,45842,46395,47000,0.11,0.043,0.17
"7021",7,3,0,0,21643,0,0,0.14,0,0
"7022",7,2,2,1,14315,14323,14000,0.14,0.14,0.069
"7023",7,11,4,5,80207,81165,82000,0.14,0.049,0.061
"7024",7,1,0,1,11148,0,11000,0.09,0,0.088
"7025",7,1,2,1,7511,7561,7600,0.13,0.26,0.13
"7026",7,6,2,1,37402,37879,38000,0.16,0.053,0.026
"7027",7,11,14,23,93060,95027,97000,0.12,0.15,0.24
"7029",7,0,0,3,0,0,5100,0,0,0.58
"7030",7,0,3,2,0,33043,34000,0,0.091,0.059
"7031",7,17,14,10,116404,117854,120000,0.15,0.12,0.084
"7032",7,6,6,5,31135,31571,32000,0.19,0.19,0.16
"7033",7,4,1,0,7200,7273,0,0.56,0.14,0
"7034",7,3,4,9,70912,72276,74000,0.042,0.055,0.12
"7035",7,4,2,2,13355,13458,14000,0.3,0.15,0.14
"7037",7,4,1,2,34928,35270,36000,0.11,0.028,0.056
"7038",7,2,2,0,22378,22548,0,0.089,0.089,0
"7039",7,5,5,3,23437,23674,24000,0.21,0.21,0.12
"7040",7,13,6,7,53255,53768,54000,0.24,0.11,0.13
"7041",7,0,0,1,0,0,45000,0,0,0.022
"7042",7,4,3,0,10792,10962,0,0.37,0.27,0
"7043",7,2,0,1,10471,0,11000,0.19,0,0.094
"7044",7,5,0,0,25604,0,0,0.2,0,0
"7046",7,6,3,4,39022,39333,40000,0.15,0.076,0.1
"7047",7,0,4,1,0,20138,20000,0,0.2,0.049
"7048",7,3,3,4,21701,21960,22000,0.14,0.14,0.18
"7049",7,5,1,2,21194,21372,22000,0.24,0.047,0.092
"7050",7,1,0,0,5058,0,0,0.2,0,0
"7051",7,7,3,6,46168,46519,48000,0.15,0.064,0.13
"7052",7,6,7,4,116405,117849,120000,0.052,0.059,0.033
"7054",7,3,2,10,27709,28061,28000,0.11,0.071,0.35
"7055",7,1,2,0,5202,5260,0,0.19,0.38,0
"7056",7,3,1,1,11688,11764,12000,0.26,0.085,0.083
"7057",7,2,3,3,72445,73814,75000,0.028,0.041,0.04
"7059",7,15,17,11,207975,211086,210000,0.072,0.081,0.051
"7060",7,1,0,1,12218,0,12000,0.082,0,0.081
"7061",7,11,13,18,86014,87098,89000,0.13,0.15,0.2
"7062",7,3,2,2,17550,17639,18000,0.17,0.11,0.11
"7063",7,0,1,1,0,3968,4000,0,0.25,0.25
"7064",7,2,6,2,44103,44147,44000,0.045,0.14,0.045
"7065",7,29,20,18,116416,118237,120000,0.25,0.17,0.15
"7066",7,9,4,11,21064,21156,21000,0.43,0.19,0.52
"7067",7,1,0,1,11198,0,12000,0.089,0,0.087
"7068",7,7,2,6,30658,30739,31000,0.23,0.065,0.19
"7069",7,8,6,6,51994,52460,53000,0.15,0.11,0.11
"7070",7,1,1,0,13462,13461,0,0.074,0.074,0
"7071",7,5,4,3,28768,28932,29000,0.17,0.14,0.1
"7072",7,11,13,7,32192,32556,33000,0.34,0.4,0.21
"7073",7,0,0,1,0,0,9600,0,0,0.1
"7074",7,10,8,3,43004,43700,45000,0.23,0.18,0.067
"7075",7,2,3,0,26122,26267,0,0.077,0.11,0
"7076",7,2,6,2,26017,26224,26000,0.077,0.23,0.076
"7077",7,3,5,1,58927,59627,60000,0.051,0.084,0.017
"7078",7,19,16,12,195354,198612,2e+05,0.097,0.081,0.059
"7079",7,5,7,6,34510,34998,35000,0.14,0.2,0.17
"7080",7,3,4,1,39212,39400,40000,0.077,0.1,0.025
"7081",7,5,6,3,42640,43558,44000,0.12,0.14,0.067
"7082",7,2,4,3,12856,13017,13000,0.16,0.31,0.23
"7083",7,0,1,3,0,18050,18000,0,0.055,0.16
"7084",7,1,2,2,8263,8280,8300,0.12,0.24,0.24
"7085",7,0,0,2,0,0,10000,0,0,0.19
"7086",7,1,2,1,22130,22289,23000,0.045,0.09,0.044
"7087",7,21,13,5,36280,36575,37000,0.58,0.36,0.14
"7088",7,2,1,0,2318,2326,0,0.86,0.43,0
"7089",7,61,56,66,337446,343209,350000,0.18,0.16,0.19
"7090",7,0,3,2,0,4251,4300,0,0.71,0.47
"7091",7,1,3,2,12864,13077,14000,0.078,0.23,0.15
"7092",7,4,17,4,42615,43132,44000,0.094,0.39,0.092
"7093",7,7,6,1,41224,41427,42000,0.17,0.14,0.024
"7094",7,6,4,0,39283,40015,0,0.15,0.1,0
"7096",7,4,19,6,74114,75413,76000,0.054,0.25,0.079
"7097",7,4,7,9,87576,88720,90000,0.046,0.079,0.1
"7099",7,0,1,3,0,77990,81000,0,0.013,0.037
"7100",7,1,6,0,32717,33153,0,0.031,0.18,0
"7101",7,46,60,63,582000,591495,6e+05,0.079,0.1,0.1
"7102",7,9,3,7,39404,39895,40000,0.23,0.075,0.17
"7103",7,3,1,1,29303,29873,31000,0.1,0.033,0.033
"7104",7,1,2,0,14629,14746,0,0.068,0.14,0
"7105",7,0,2,1,0,14630,15000,0,0.14,0.068
"7106",7,0,2,12,0,64214,65000,0,0.031,0.18
"7107",7,8,11,8,77820,78824,80000,0.1,0.14,0.1
"7108",7,7,13,13,102324,103054,1e+05,0.068,0.13,0.12
"7109",7,6,8,3,35254,35649,36000,0.17,0.22,0.083
"7110",7,0,0,1,0,0,7200,0,0,0.14
"7111",7,0,3,1,0,38702,40000,0,0.078,0.025
"7112",7,1,1,1,29882,30246,31000,0.033,0.033,0.032
"7114",7,17,13,25,18088,18319,19000,0.94,0.71,1.3
"7115",7,2,2,0,11724,11779,0,0.17,0.17,0
"7116",7,2,2,4,10229,10393,11000,0.2,0.19,0.38
"7118",7,1,0,0,4919,0,0,0.2,0,0
"8001",8,3,2,3,11828,11822,12000,0.25,0.17,0.25
"8002",8,16,17,13,23740,24132,24000,0.67,0.7,0.53
"8003",8,6,6,5,8786,8840,8900,0.68,0.68,0.56
"8004",8,11,7,1,12013,12618,13000,0.92,0.55,0.074
"8005",8,28,20,9,25120,25329,26000,1.1,0.79,0.35
"8006",8,1,1,0,6291,6343,0,0.16,0.16,0
"8007",8,23,20,19,18541,18755,19000,1.2,1.1,1
"8008",8,19,27,21,15019,15153,15000,1.3,1.8,1.4
"8009",8,24,35,24,29668,29740,30000,0.81,1.2,0.8
"8010",8,5,7,3,23518,23830,24000,0.21,0.29,0.13
"8011",8,47,57,43,51023,51454,52000,0.92,1.1,0.83
"8012",8,4,5,3,9144,9230,9300,0.44,0.54,0.32
"8013",8,1,1,5,11252,11780,12000,0.089,0.085,0.42
"8014",8,0,1,1,0,2459,2500,0,0.41,0.4
"8015",8,0,2,0,0,1828,0,0,1.1,0
"8016",8,5,5,2,4219,4323,4400,1.2,1.2,0.46
"8017",8,61,41,32,165416,168616,170000,0.37,0.24,0.19
"8018",8,18,8,4,5752,5834,5900,3.1,1.4,0.68
"8019",8,554,363,251,869356,882346,890000,0.64,0.41,0.28
"8020",8,7,7,12,8935,9090,9200,0.78,0.77,1.3
"8021",8,73,42,44,146134,148191,150000,0.5,0.28,0.29
"8023",8,1,0,0,6484,0,0,0.15,0,0
"8024",8,3,2,2,4121,4154,4200,0.73,0.48,0.48
"8025",8,2,0,1,9061,0,9500,0.22,0,0.11
"8026",8,4,1,12,3364,3374,3400,1.2,0.3,3.5
"8027",8,62,69,47,52193,52814,53000,1.2,1.3,0.88
"8028",8,14,3,5,6481,6203,6000,2.2,0.48,0.83
"8029",8,98,160,110,55530,55880,56000,1.8,2.9,2
"8030",8,14,13,13,9522,9660,9800,1.5,1.3,1.3
"8031",8,15,15,9,41688,42130,42000,0.36,0.36,0.21
"8032",8,94,45,52,112476,113584,110000,0.84,0.4,0.45
"8033",8,0,1,0,0,1107,0,0,0.9,0
"8034",8,1,6,1,7223,7302,7300,0.14,0.82,0.14
"8035",8,6,10,3,12006,12355,13000,0.5,0.81,0.24
"8036",8,40,20,49,43049,43328,44000,0.93,0.46,1.1
"8037",8,1460,647,453,1386239,1395302,1400000,1.1,0.46,0.32
"8038",8,1,4,3,5182,5293,5300,0.19,0.76,0.56
"8039",8,4,2,3,4200,4217,4200,0.95,0.47,0.71
"8040",8,13,15,10,30437,30224,30000,0.43,0.5,0.33
"8041",8,0,3,3,0,1948,1900,0,1.5,1.5
"8043",8,0,3,1,0,3212,3200,0,0.93,0.31
"8044",8,5,14,1,4723,4763,4800,1.1,2.9,0.21
"8045",8,85,124,22,46078,46562,47000,1.8,2.7,0.47
"8046",8,21,19,16,8876,9046,9200,2.4,2.1,1.7
"8047",8,8,9,8,5529,5561,5600,1.4,1.6,1.4
"8048",8,4,5,4,24310,24444,25000,0.16,0.2,0.16
"8050",8,17,11,4,62796,63696,64000,0.27,0.17,0.062
"8051",8,14,10,11,8134,8307,8400,1.7,1.2,1.3
"8052",8,11,12,6,28572,29194,30000,0.38,0.41,0.2
"8053",8,18,2,3,4738,4439,4200,3.8,0.45,0.71
"8054",8,13,3,4,8316,8366,8400,1.6,0.36,0.48
"8055",8,32,22,13,17598,17778,18000,1.8,1.2,0.73
"8056",8,1,0,1,2354,0,2400,0.42,0,0.42
"8057",8,1,1,0,2383,2395,0,0.42,0.42,0
"8058",8,3,3,1,3161,3198,3200,0.95,0.94,0.31
"8059",8,1,4,6,4935,4948,5000,0.2,0.81,1.2
"8060",8,6,1,1,10929,11025,11000,0.55,0.091,0.091
"8061",8,2,1,2,3776,3763,3800,0.53,0.27,0.53
"8062",8,27,8,14,34422,35065,36000,0.78,0.23,0.39
"8063",8,11,5,5,6438,6450,6500,1.7,0.78,0.77
"8064",8,0,2,0,0,1958,0,0,1,0
"8065",8,42,33,32,21184,21334,21000,2,1.5,1.5
"8066",8,19,10,10,8542,8635,8700,2.2,1.2,1.2
"8067",8,6,5,7,5476,5579,5700,1.1,0.9,1.2
"9002",9,18,41,22,417034,414231,410000,0.043,0.099,0.053
"9003",9,28,19,28,624598,621969,620000,0.045,0.031,0.045
"9004",9,12,14,12,190081,190840,190000,0.063,0.073,0.063
"9005",9,118,132,135,1194168,1188169,1200000,0.099,0.11,0.11
"9006",9,27,34,18,386378,383611,380000,0.07,0.089,0.047
"9007",9,174,182,149,1830454,1821335,1800000,0.095,0.1,0.082
"9008",9,14,9,10,242210,242332,240000,0.058,0.037,0.041
"9009",9,9,6,9,134234,135225,140000,0.067,0.044,0.066
"9010",9,61,50,56,734825,734763,730000,0.083,0.068,0.076
"9011",9,27,30,38,365060,365302,370000,0.074,0.082,0.1
"9012",9,47,49,44,663032,665408,670000,0.071,0.074,0.066
"9013",9,29,25,28,419305,418799,420000,0.069,0.06,0.067
"9014",9,30,20,18,394675,396736,4e+05,0.076,0.05,0.045
"9015",9,70,69,71,537235,537010,540000,0.13,0.13,0.13
"9016",9,44,30,38,379368,380310,380000,0.12,0.079,0.1
"9017",9,70,68,70,433003,429313,430000,0.16,0.16,0.16
