"NOM_MUN","id"
"Zapotitl,"21210"
"Zaragoza","21211"
"Zautla","21212"
"Zihuateutla","21213"
"Zinacatepec","21214"
"Zongozotla","21215"
"Zoquitl,"21217"
"Xiutetelco","21199"
"Metepec","13035"
"Almoloya","13007"
"Apan","13008"
"Acatl,"13001"
"Acaxochitl,"13002"
"Actopan","13003"
"Agua Blanca de Iturbide","13004"
"Alfajayucan","13006"
"Atlapexco","13011"
"Atotonilco el Grande","13012"
"Calnali","13014"
"Cardonal","13015"
"Cuautepec de Hinojosa","13016"
"Chapulhuac,"13018"
"Epazoyucan","13022"
"Huasca de Ocampo","13024"
"Huautla","13025"
"Huazalingo","13026"
"Huehuetla","13027"
"Huejutla de Reyes","13028"
"Ixmiquilpan","13030"
"Jacala de Ledezma","13031"
"Jaltoc,"13032"
"Ju,"13033"
"Lolotla","13034"
"San Agust,"13036"
"Mineral del Chico","13038"
"Mineral del Monte","13039"
"La Misi,"13040"
"Molango de Escamilla","13042"
"Nicol,"13043"
"Omitl,"13045"
"San Felipe Orizatl,"13046"
"Pacula","13047"
"Pisaflores","13049"
"Mineral de la Reforma","13051"
"San Bartolo Tutotepec","13053"
"Santiago de Anaya","13055"
"Santiago Tulantepec de Lugo Guerrero","13056"
"Singuilucan","13057"
"Tasquillo","13058"
"Tenango de Doria","13060"
"Tepehuac,"13062"
"Tianguistengo","13068"
"Tlahuiltepa","13071"
"Tlanchinol","13073"
"Tulancingo de Bravo","13077"
"Xochiatipan","13078"
"Xochicoatl,"13079"
"Yahualica","13080"
"Zacualtip,"13081"
"Zimap,"13084"
"Tlanalapa","13072"
"Emiliano Zapata","13021"
"Tecozautla","13059"
"Eloxochitl,"13020"
"Metztitl,"13037"
"Huichapan","13029"
"Tepeapulco","13061"
"Zempoala","13083"
"Tizayuca","13069"
"Tolcayuca","13075"
"San Agust,"13052"
"Villa de Tezontepec","13066"
"Mixquiahuala de Ju,"13041"
"Tezontepec de Aldama","13067"
"Tlahuelilpan","13070"
"Tlaxcoapan","13074"
"Nopala de Villagr,"13044"
"Chapantongo","13017"
"Tepeji del R,"13063"
"Tula de Allende","13076"
"Atitalaquia","13010"
"Atotonilco de Tula","13013"
"Tepetitl,"13064"
"El Arenal","13009"
"Chilcuautla","13019"
"Francisco I. Madero","13023"
"Pachuca de Soto","13048"
"Progreso de Obreg,"13050"
"San Salvador","13054"
"Zapotl,"13082"
"Tetepango","13065"
"Ajacuba","13005"
"Amaxac de Guerrero","29001"
"Ayahualulco","30025"
"Chalma","30055"
"Chiconamel","30056"
"Mecayapan","30104"
"Tamal,"30150"
"Tamiahua","30151"
"Veracruz","30193"
"Acatl,"21003"
"Guadalupe","19026"
"Ju,"19031"
"Pesquer,"19041"
"Santiago","19049"
"Garc,"19018"
"Santa Catarina","19048"
"Monterrey","19039"
"San Pedro Garza Garc,"19019"
"Carmen","19010"
"Gral. Escobedo","19021"
"Salinas Victoria","19045"
"Gral. Zuazua","19025"
"Apodaca","19006"
"Ci,"19012"
"Hidalgo","19047"
"Abasolo","19001"
"China","19013"
"Gral. Bravo","19020"
"Los Aldamas","19003"
"Dr. Coss","19015"
"Villaldama","19051"
"Sabinas Hidalgo","19044"
"San Nicol,"19046"
"Bustamante","19008"
"Linares","19033"
"Vallecillo","19050"
"Rayones","19043"
"Los Ramones","19042"
"Par,"19040"
"Montemorelos","19038"
"Mina","19037"
"Mier y Noriega","19036"
"Melchor Ocampo","19035"
"Mar,"19034"
"Lampazos de Naranjo","19032"
"Iturbide","19030"
"Hualahuises","19029"
"Higueras","19028"
"Los Herreras","19027"
"Gral. Zaragoza","19024"
"Gral. Trevi,"19023"
"Gral. Ter,"19022"
"Galeana","19017"
"Dr. Gonz,"19016"
"Dr. Arroyo","19014"
"Cerralvo","19011"
"Cadereyta Jim,"19009"
"Aramberri","19007"
"An,"19005"
"Allende","19004"
"Agualeguas","19002"
"Torre,"5035"
"Parras","5024"
"Matamoros","5017"
"Zaragoza","5038"
"Villa Uni,"5037"
"Viesca","5036"
"Sierra Mojada","5034"
"San Pedro","5033"
"San Juan de Sabinas","5032"
"San Buenaventura","5031"
"Saltillo","5030"
"Sacramento","5029"
"Sabinas","5028"
"Ramos Arizpe","5027"
"Progreso","5026"
"Piedras Negras","5025"
"Ocampo","5023"
"Nava","5022"
"Nadadores","5021"
"M,"5020"
"Morelos","5019"
"Monclova","5018"
"Lamadrid","5016"
"Ju,"5015"
"Jim,"5014"
"Hidalgo","5013"
"Guerrero","5012"
"General Cepeda","5011"
"Frontera","5010"
"Francisco I. Madero","5009"
"Escobedo","5008"
"Cuatro Ci,"5007"
"Casta,"5006"
"Candela","5005"
"Arteaga","5004"
"Allende","5003"
"Acu,"5002"
"Abasolo","5001"
"Hidalgo","28016"
"Nuevo Laredo","28027"
"Gonz,"28012"
"Victoria","28041"
"Tula","28039"
"Casas","28008"
"Llera","28019"
"M,"28023"
"Abasolo","28001"
"Aldama","28002"
"Antiguo Morelos","28004"
"Burgos","28005"
"Cruillas","28010"
"Jim,"28018"
"Nuevo Morelos","28028"
"Ocampo","28029"
"Soto la Marina","28037"
"Valle Hermoso","28040"
"Mainero","28020"
"Gustavo D,"28015"
"Jaumave","28017"
"Miquihuana","28026"
"Camargo","28007"
"San Carlos","28034"
"San Nicol,"28036"
"Villagr,"28042"
"Bustamante","28006"
"Palmillas","28031"
"San Fernando","28035"
"Guerrero","28014"
"Mier","28024"
"Tampico","28038"
"Ciudad Madero","28009"
"Altamira","28003"
"Xicot,"28043"
"G,"28011"
"El Mante","28021"
"G,"28013"
"Padilla","28030"
"Matamoros","28022"
"Reynosa","28032"
"R,"28033"
"Miguel Alem,"28025"
"M,"31050"
"Kanas,"31041"
"Progreso","31059"
"Celest,"31011"
"Chichimil,"31021"
"Chochol,"31023"
"Sotuta","31069"
"Sinanch,"31068"
"Sey,"31067"
"Santa Elena","31066"
"San Felipe","31065"
"Sanahcat","31064"
"Samahil","31063"
"Sacalum","31062"
"R,"31061"
"Quintana Roo","31060"
"Peto","31058"
"Panab,"31057"
"Oxkutzcab","31056"
"Opich,"31055"
"Muxupip","31054"
"Muna","31053"
"Mococh,"31051"
"Mayap,"31049"
"Maxcan,"31048"
"Man,"31047"
"Mama","31046"
"Kopom,"31045"
"Kinchil","31044"
"Kaua","31043"
"Kantunil","31042"
"Izamal","31040"
"Ixil","31039"
"Hunucm,"31038"
"Huh,"31037"
"Hoct,"31035"
"Hocab,"31034"
"Espita","31032"
"Dzoncauich","31031"
"Dzit,"31030"
"Dzilam Gonz,"31029"
"Dzilam de Bravo","31028"
"Dzidzant,"31027"
"Dzemul","31026"
"Dz,"31025"
"Chumayel","31024"
"Chikindzonot","31022"
"Chicxulub Pueblo","31020"
"Chemax","31019"
"Chapab","31018"
"Chankom","31017"
"Chacsink,"31016"
"Yoba,"31106"
"Yaxkukul","31105"
"Yaxcab,"31104"
"Xocchel","31103"
"Valladolid","31102"
"Um,"31101"
"Uc,"31100"
"Uayma","31099"
"Tzucacab","31098"
"Tunk,"31097"
"Tizim,"31096"
"Tixp,"31095"
"Tixmehuac","31094"
"Tixkokob","31093"
"Tixcacalcupul","31092"
"Tinum","31091"
"Timucuy","31090"
"Ticul","31089"
"Teya","31088"
"Tetiz","31087"
"Tepak,"31086"
"Temoz,"31085"
"Temax","31084"
"Telchac Puerto","31083"
"Telchac Pueblo","31082"
"Tekom","31081"
"Tekit","31080"
"Tekax","31079"
"Tekant,"31078"
"Tekal de Venegas","31077"
"Tecoh","31076"
"Teabo","31075"
"Tahmek","31074"
"Tahdzi,"31073"
"Suma","31072"
"Sudzal","31071"
"Sucil,"31070"
"Cuncunul","31014"
"Conkal","31013"
"Cenotillo","31012"
"Cantamayec","31010"
"Cansahcab","31009"
"Calotmul","31008"
"Cacalch,"31007"
"Buctzotz","31006"
"Bokob,"31005"
"Baca","31004"
"Akil","31003"
"Acanceh","31002"
"Abal,"31001"
"Halach,"31033"
"Hom,"31036"
"Cuzam,"31015"
"Motul","31052"
"Palizada","4007"
"Carmen","4003"
"Calkin,"4001"
"Hecelchak,"4005"
"Campeche","4002"
"Candelaria","4011"
"Calakmul","4010"
"Esc,"4009"
"Tenabo","4008"
"Hopelch,"4006"
"Champot,"4004"
"Oth,"23004"
"Benito Ju,"23005"
"Jos,"23006"
"Solidaridad","23008"
"Tulum","23009"
"Felipe Carrillo Puerto","23002"
"Cozumel","23001"
"L,"23007"
"Isla Mujeres","23003"
"Tultepec","15108"
"Nextlalpan","15059"
"Tultitl,"15109"
